,Chat_msg,sent,sentiment
12009,did you summit a dyno form ,,1
12010,talisman master,,0
12011,yo,,0
12012,cause i cant see no wallet submit,,-1
12013, brother do i have wl ,,1
12014,hi,,0
12015,done,,0
12016,what is the wl role name brothers,,1
12017,hy,,0
12018,proofs in ,,0
12019,seems like it,,0
12020,you re fucking stupid,,-1
12021,i have no mutual servers or friends,,-1
12022,you mean fr,,0
12023,gifs are for holders only  ,,0
12024,invites,,0
12025,sending random invite to people,,0
12026, prolly a scammer  ,,-1
12027,same here,,0
12028,broha ha haaaaa,,0
12029, hey man why did you send me an invite ,,0
12030,hey,,0
12031,why won t mine send like that sheesh,,-1
12032,not a problem welcome home bro,,0
12033,thats a hot ticket you have right there broho,,1
12034,hi beautiful,,0
12035,thanks i appreciate it that s hype i applied for it in like  projects,,1
12036,how are you you good,,0
12037,hihi,,0
12038, yo,,0
12039,yes bro congratulations,,0
12040,yay,,0
12041,it sure is broho lets see you groove  ,,0
12042,is talisman master wl,,1
12043,awwww im feeling the love       ,,1
12044,congrats fam,,1
12045,heyyy i missed you,,0
12046,damn i got wl sheesh i didn t even realize,,1
12047,thats great fam,,0
12048,always groovin my fren,,0
12049,almost ,,0
12050,how are  you ,,0
12051, and check some posts in ,,0
12052,gm gorgeous,,0
12053,broho is a new one lmao,,0
12054,hello,,0
12055,hey handsome,,0
12056,hahahah you know it broho      ,,0
12057,yooo,,0
12058,lmao you re a character,,0
12059,a wool woop will do      ,,1
12060,wool woop,,1
12061,woopwoop,,1
12062,everythings good when youre a boho   canna getta woop woop,,1
12063,hey broho premium means you hold  bohos or more,,1
12064,what s good,,0
12065,yooooo,,0
12066,gib me wl,,1
12067,morning mate if udm me asking what s the premium bohemia role,,0
12068,yes bro,,0
12069,helo sar,,0
12070,chek   and  and stay active help everyone,,0
12071, how to get wl,,1
12072,sir your lunch ya dinner done,,0
12073,india sir,,0
12074,hi,,0
12075,oh okay then ,,0
12076,sir your country time,,0
12077,and u,,0
12078,there will be a time where u can check your addy submited,,0
12079,nice country,,0
12080,here is the bohemian ecosystem,,0
12081,big vision is creating a virtual gallery for nfts just like a real life gallery,,1
12082,hello,,0
12083,wanna check my submitted wallet address,,1
12084,what is it about,,0
12085,philippines ,,0
12086,sir can i open ticket,,1
12087,wads good,,0
12088,sir your country,,0
12089,stay groovy this thursday  ,,1
12090,gm boho fam,,0
12091,hi all,,0
12092,thanks,,0
12093,noice,,0
12094,bohemia power  ,,1
12095,keep working all  ,,0
12096,hahaha no worries mate,,0
12097,be happy mint nft and long time hold,,1
12098,sir your country,,0
12099,  bro sorry to say i can read  and   but couldnt understand properly can you explain me in shortly whats the utility ,,-1
12100,no worries fam  ,,0
12101,lfg,,1
12102,hi,,0
12103,chek   and ,,0
12104,sir your from,,0
12105,ok sorry sir,,0
12106,hellooo,,0
12107,what is it about team will check it eventually kindly be patient   thank you,,0
12108,hu,,0
12109,i am old,,0
12110,chek ,,0
12111,thanks sir,,0
12112,welcome to bohemia fam,,0
12113,hay,,0
12114,hi,,0
12115,nice art,,1
12116,chek ,,0
12117,woop,,1
12118,ne mabbar welcome,,0
12119,gm and welcome to our newest memebers to the family,,0
12120,and stay  active all,,0
12121,keep working,,0
12122,hyped,,1
12123,your from sir,,0
12124,be happy sir,,0
12125,gm fam  ,,0
12126,gm,,0
12127,yes i check weather happy to see monsoon is coming here in  days  ,,1
12128,gm kenzo have a great day ahead,,1
12129,ah typical india stuff haha,,0
12130,i am good feeling good in ac as the heat outside is unbelievable,,1
12131,gm guys,,0
12132,no prob man doing good how abpout you,,0
12133,gm,,0
12134,good bro i just want to say sorry for that btw how are you,,0
12135,hello hello whats up,,0
12136,i am excited as well,,1
12137,yes bro,,0
12138,gm,,0
12139,hello dj doing good fam how about you,,0
12140,oh a solgod,,0
12141,hi,,0
12142,hello bro  how are you,,0
12143,yo you from india,,0
12144,awesome,,1
12145,thanks  sir be happy and mint extited,,1
12146,fine man,,0
12147,hello hello how are you,,0
12148,    ,,0
12149,im doing good fam and u welcome to bohemia,,0
12150,welcome check  and ,,0
12151,helo sir how are you,,0
12152,hello hello fam how are you,,0
12153,whats up,,0
12154,yo,,0
12155,only  days left lfg,,1
12156,congrats fam,,1
12157,definitely,,0
12158,thanks for kind words fam  ,,0
12159,all are insane,,-1
12160,woop woop  ,,1
12161,woop,,1
12162,woopwoop,,1
12163,sneak peak are fire ,,1
12164,you really are born to mod  the fact that you enjoy seeing people enjoying your events,,1
12165,g,,0
12166, players its gonna be crazy,,1
12167, ,,0
12168,wen wl,,1
12169,registration can be done once link is up,,1
12170,will do fam thanks  ,,0
12171,that s the link but registration,,0
12172,just be here on time,,0
12173,link will be posted  mins prior to the game according to ,,0
12174,how and where fam,,0
12175,oh rigth i need to do that as well,,0
12176,fam how can i register for the poker tournament tomorrow,,1
12177,im doing good fam im almost out from work  ,,0
12178,check   fam  ,,0
12179,woop,,1
12180, can you help me with submitting wallet as i got today havent filled any form,,-1
12181, ,,0
12182,gonna be crazyyyy,,1
12183,not really but i like to organise it i see how much everyone are enjoying it so yea   also i feel this one will be bigger since we opened it for everyone ,,0
12184,thank you fam   ,,0
12185,congratulations,,1
12186,got it lfg  ,,1
12187,do you play often fam,,0
12188,hello,,0
12189,hey,,0
12190,how are you doing,,0
12191,you have it and you did not even know it,,0
12192,im good too thanks for asking,,0
12193,you have talisman master is wl role,,1
12194,oh so i dont have a whitelist,,-1
12195,a list of winning wallets will be posted soon and you can check yours,,1
12196,gm,,0
12197,i dont rememberha ha i hope it was can i check it somehow,,0
12198,your wallet has been collected from form,,1
12199,you did when you sent the dyno form,,0
12200,gm,,0
12201,they get wl and mint and get more from secondary,,1
12202,so i dont understand if i confirmed the wallet or notwhere it can be done,,-1
12203,now,,0
12204,need milk and cookies nos,,0
12205,hey,,0
12206,whennn,,0
12207,xd,,0
12208,yes something that people usually do when love a project,,1
12209,woop,,1
12210,welcome bro,,0
12211,yo,,0
12212,woop  ,,1
12213, ,,0
12214,woopwoop,,1
12215,xd,,0
12216,bro u know u can buy in secondary,,0
12217,ne mabbar  chek  and ,,0
12218,sexy ,,0
12219,hehe,,0
12220,wen wl,,1
12221,spain bro near the see,,0
12222,where in the world you live where is that cave ,,0
12223,yes,,0
12224,whitlist spot left,,1
12225,there is no specific level bro you will be awarded when you deserve,,0
12226,bohemia  ,,0
12227,welcome back bro,,0
12228,jajaj bit troll but i live in a cave with wiskey,,0
12229,whitlist level,,1
12230,woop,,1
12231,   etc  ,,0
12232,ajaja fam glad to hear you are better now  stay strong  keep your vibes up  ,,0
12233,whitlist open,,1
12234,strong name you got bro  ,,0
12235,glad you are good i was not so well and was on medication for these two days but finally back to full strength and ready to roll,,0
12236,but okeyy,,0
12237,im okey yes little bit tilted,,0
12238,new mabbar chek  ,,1
12239, ,,0
12240,how are your vibes ,,0
12241,super,,0
12242,how about ur day,,0
12243,hey striker   doing good how you been ,,0
12244,hello kirje how are you,,0
12245,gm ,,0
12246,i was just thinking the same  ,,0
12247,gm,,0
12248,whitlist open,,1
12249,super pumped for poker,,1
12250,damn,,0
12251,and heres the ecosystem for woop,,0
12252,anything hmu  ,,0
12253,ohk,,0
12254,you can check  and   if you need a little more info about bohemia,,0
12255,guru masters earn  woop per day normal boho  per day,,1
12256,ga fam,,0
12257,welcome guys check   for fabulosa,,0
12258,sup fam,,0
12259,so how much earn per day in staking ,,1
12260,yoo bro welcome,,0
12261,hi from project whitelist,,1
12262,how about this,,0
12263,av,,0
12264,very well just enjoying wby,,0
12265,ikr   ,,0
12266,sup,,0
12267,that slicky tongue drip hahaha,,0
12268,whats up fam,,0
12269,sexyyy  ,,1
12270,av,,0
12271,hello sir,,0
12272,good afternoon guys,,0
12273, ,,0
12274, usd right now,,1
12275,good morning  ,,0
12276,hi,,0
12277,hi,,0
12278, what is the price of woop ,,1
12279,wassup mate,,0
12280,yo,,0
12281,good morning sir,,0
12282,lol i thought it was a millipede just googled it its centipede indeed haha millipede is fat compared to centipede  ,,0
12283,let go bro,,1
12284,wow this is even better   ,,1
12285, ,,0
12286,av ,,0
12287,centipede you have to see   ,,0
12288,hey just got in from project wl,,1
12289,gm,,0
12290,gm  ,,0
12291,gm,,0
12292,gm,,0
12293,whats up,,0
12294,gm fam,,0
12295,oh alright i personally liked the  one from the top i liked how that millipede crawled around him  ,,0
12296,yoo,,0
12297,gm,,0
12298,u can check   and ,,0
12299,morning fam   ,,0
12300,morning guys,,0
12301,on my way  thanks,,0
12302,thanks  nice art  lets take some infos here  ,,1
12303,yeah my bohemians all guru masters there is a top  in there but not my  favorite first one is my all time favorite,,0
12304,hello everyone from project whitelist  welcome feel free to check out  on fabulosa    ,,1
12305,welcome,,0
12306,wow all of em looks sick   any legendary in this  all of em are guru masters,,1
12307,hi from project whitelist  ,,1
12308,my top ,,0
12309,hi from project whitelist,,1
12310,im quite bored  ,,0
12311,yupp mate i am,,0
12312,show all your bohos ser  i have seen only a few in twitter posts of yours  ,,0
12313,one of my earlier bohemians that i got  daoshi hat,,0
12314,yes serr,,0
12315,don t we love our roles   so many collectible bohemians out there,,0
12316,man you ve got all the roles  ,,0
12317,hey all good   how about you having a good thursday so far,,0
12318,yes ser,,0
12319,goodluck everyone,,1
12320,hey whale wassup,,0
12321,check out   and   for fabulosa,,0
12322, ,,0
12323,thanks mate,,0
12324,woahhh   ,,0
12325,the fabulosa art is so nice,,1
12326,i have to get the wl for sure,,1
12327,welcome all to bohemia,,0
12328,thanks   ,,0
12329,sure thing,,0
12330,indeed amazing details,,1
12331,gm fam,,0
12332,thanks i love fabulosa,,1
12333,gm,,0
12334,im doing great wbu,,0
12335,nice pfp how are u,,0
12336,feel free to look around dam,,0
12337,hey ser wassup,,0
12338,wassup everyone,,0
12339,h,,0
12340,thanks for the welcome  ,,0
12341,i m awesome mate,,0
12342,gn fam,,0
12343,how are you welcome to bohemia,,0
12344,gn,,0
12345,how you doin,,0
12346,wassup man,,0
12347,gm,,0
12348,gm guys,,0
12349,gm,,0
12350,dont trust links and dms that is not announced beware,,0
12351,welcome everyone,,0
12352,hello,,0
12353,yo,,0
12354,doing good welcome to bohemia fam,,0
12355,you havent submitted yet,,-1
12356, check with u my role i need to submit wallet on dyno form right,,1
12357,gn,,0
12358,gm,,0
12359,fine wbu,,0
12360,gm,,0
12361,sup,,0
12362,hey mate,,0
12363,how are you doing,,0
12364,hellooo,,0
12365,thanks,,0
12366,welcome fam,,0
12367,hey  ,,0
12368,hello guys i made banner with different backgrounds please check guys ,,0
12369,hi from project whitelist,,1
12370,oh yeah,,0
12371,congrats,,1
12372,thanks bro its a privilege to have it,,1
12373,nice role you got there fam,,0
12374,hi,,0
12375,whats up fam,,0
12376,hey,,0
12377,welcome,,0
12378,hy,,0
12379,hh,,0
12380,good morning bohemians we are almost getting there    more days to go  ,,1
12381,welcome everyone,,0
12382,morning,,0
12383,gm,,0
12384,hey everyone,,0
12385,hey,,0
12386,if you got in from dopeheadz there was a form you filled up,,0
12387,dopeheadz nft wallet right sir,,1
12388,i dont know sir,,0
12389,im not submitted from sir,,0
12390,we already got your address from the form you filled up ,,0
12391,where submit address,,0
12392,gm,,0
12393,good morning guys,,0
12394,how can i help,,0
12395,whats up fam,,0
12396,hello,,0
12397,gn frens,,0
12398,cant wait for fabulosa,,1
12399, hi,,0
12400,hi,,0
12401,hi,,0
12402,fabulosa    here,,0
12403,welcome   ,,0
12404,hey yot,,0
12405,hay bohemia family,,1
12406, ,,0
12407,welcome,,0
12408,woopwoop,,1
12409,hi,,0
12410,yoo,,0
12411,yo,,0
12412,fabulosa    here,,0
12413,lol,,0
12414,welcome everyone,,0
12415,gm bro,,0
12416,gm,,0
12417,gm,,0
12418,hm,,0
12419,whats up,,0
12420,gm,,0
12421,gm gm guys,,0
12422,cheers fam  ,,0
12423, bro check ,,0
12424,yow,,0
12425,gn,,0
12426,when mint,,1
12427,gmgm,,0
12428,welcome everyone,,0
12429,monarchdao,,0
12430,welcome all to bohemia  ,,0
12431,just need to wait if you get the role  ,,0
12432,art of magic,,1
12433,hello,,0
12434,how are you sir,,0
12435,gm gm  quick question i came from the pilgrims and filled out the form is it just to wait and hope for the best or do i have to do something,,0
12436,today is snapshot,,0
12437,gm fam,,0
12438,gm fam,,0
12439,hey gm,,0
12440,no worries fam wait around and check ,,0
12441,thanks mate,,0
12442,okay i ll wait and check around,,0
12443,it should be if you were not given a form yet we have a channel for that,,0
12444,or once i was given the wl roles i ll be able to see the form in the channel ,,1
12445,yup they will but my concern is the form i m talking about haha,,0
12446,they wont pass the list of winners here,,0
12447,ok no worries fam,,0
12448,feel free to ask if you have questions fam,,0
12449,nice,,0
12450,you have taiyo,,0
12451,they said to just open a ticket and wait,,0
12452,except for bears sigh,,0
12453, ,,0
12454,all my stuff is staked,,-1
12455,haiyoh taiyo lol,,0
12456,beep boop woopwoop,,1
12457,yep,,0
12458,you will see what s available,,0
12459,thank you,,0
12460,definitely shortcut level lol,,1
12461,traits level guru masters on me,,0
12462,filter  level   guru master in me,,1
12463,okayperfect thank you,,0
12464,guru master,,0
12465,so i just need to buy and stake and im all set,,1
12466,depends where you at but it is roughly  time,,0
12467,tomorrow  utc,,0
12468,yes  take note of when the snapshot to be taken after that time and date guru masters wouldn t be in the wl for fabulosa,,1
12469,thank you just read,,0
12470,snapshot for guru masters,,1
12471,hola,,0
12472,well one of the end goals,,0
12473,that s the end goal bohemia is building towards,,0
12474,hi,,0
12475,gallery is like a marketplace,,1
12476,more details in there,,0
12477,let me refer you to our latest announcements perhaps  ,,0
12478,unfortunately no we will give the wl roles here just kindly wait for it ,,0
12479,i guess my question is does  avatar mainly about looks or is there another utility,,0
12480,so in short  bohemia  metaverse gallery  fabulosa  gamified raffle system for fantastic prizes,,1
12481,definitely helpful,,0
12482,thank you very much for giving me a quick brief,,0
12483,  fabulosa  is another additional utility of bohemia gamified raffle system that uses the fabulosa to cast spells to get a chance to win fantastic prizes you can add a booster to increase your chances details can be read in our white paper but this is the brief,,1
12484,what did your server said to do,,0
12485,yes can i have the names fam of the winners so i can forward them to server,,1
12486, bohemia is building a metaverse gallery  avatar going to be launched end of month guru masters now earning  woopday so that you can get enough woop to convert existing guru masters to a  avatar,,1
12487, whos ready to fly with me,,1
12488,on the process of giving roles wait for some days for the team to give wl roles to winners  ,,1
12489,let me give you a brief for wl fabulosa look for guru master on me  filter  level  guru master,,1
12490,don t see any form wait lemme ss and send it here,,-1
12491,there was no form given to your server,,-1
12492,i mainly get inot a community hold and kind of forget about it lol,,0
12493,any cliff note version would be great,,1
12494, ,,0
12495,but not sure where to beginlots of info here,,0
12496,i dont know anything about bohemia honestly was just thinking of picking up one or two,,0
12497,on  or ,,0
12498,to get wl,,1
12499,if you wanna get a fabulosa you need a guru master,,1
