,Chat_msg
15430,sup guys
15431,gm
15433,hellooo
15434,yas
15435,lesgo
15436,bigggggg 
15437,     
15439,now that is some kickass announcement
15440,hope i can join the community with eligble price for 
15441,check  and some  to know other ways to get wl
15442,i am not got the talisman 
15443,whats 
15445,gm fam
15446,im doing good and u
15447,gm
15448,sup
15449,hows it going
15450,yo
15452,woopwoop
15453,hi
15454,hellooo
15455,im excited
15456,hello
15457,oooooooh the mystery x role shows up at the 
15458,hey all
15459,ready for fabulosa
15460,love seeing all these new bohemian explorers in here
15461,gm
15462,hello gang
15463,hello bohemia
15464,hey
15465,heyyy
15466,yo
15467,yo
15468,yooooo
15469,whats up fam
15470,yo
15471,wassup fam
15472,woopwoop
15473,welcome everyone
15474,gm
15475,waddup
15476,sup
15477,gm
15478,it is never late for your boho to become a guru however you will miss the automatic wl for fabulosa there will be some chances for normal boho holder to get wl as well check 
15479,good   morning
15480,welcome everyone
15481,gm
15482,gm fam
15483,hi
15484,hi fam
15485,is it too late to send my boho on a retreat
15486,h
15488,yo
15489,gmgm
15490,hellooo
15491,whats up fam
15492,j
15493,morning fam 
15494,morning
15495,hi
15496,yo yo yo  
15497,welcome everyone
15498,check out   and   for fabulosa if you haven t alr done so
15499,welcome all to bohemia
15501,gm
15502,hi
15504,ohh
15505,if its last week most likely the wl winners have already gotten their roles
15506,excited to see it
15508,helo sar
15509,gm
15510,definitely sir  
15511,on  or   i guess
15513,hahah enjoy the process fam  
15514,gm
15515,gm
15516,all good sir just had a little sleep cooked food now started again on working fan art for bohemia 
15517,loved to hear that  
15518,how are you fam 
15519,doing good fam morning coffee and discord with some chill vibes in the background  
15520,thank you so much how are you kirje
15521,welcome back   
15522,all good sir how are you i am just working on an art for bohemia  
15523,hello
15524,whats up
15525,hi
15527,i am back
15528,hey everyone
15530,is that a hp reference
15532, and 
15533,lol
15534,idk
15535,like how they enter through the airport wall
15536,another thing to give it that harry pottrr feel
15537,sounds like a magical place
15538,woop woop
15539,woop woop basically means the middle of no where
15541,woopwoop
15542,a place a long distance from an  urban  centre typically used to describe outback australia
15543,kinda fitting for the idea or lore of bohemia
15544,when did you fill up the form
15545,ohh  
15546,its aussie slang
15547,do u guys know what that even means hahaha
15548,i love how u guys all say woop woop
15549,gmmm
15550,gm mate
15551,hy
15552,hy
15553,gm gm
15554,when raffle
15555,hbu
15556,nthng much just  started the work
15557,whats up fam
15558,hello
15559,hai
15560,hi
15561,hai  guys
15562,welcome everyone
15563,check  and some announcement in 
15564,yo
15565,hello
15566,gm
15567,gm everyone
15568,gm
15569,plz give me link of bulldog billionaire
15570,bulldog billionere raffle
15571,how to get wl sir
15572,airdrop for which user sir
15573,how you got this
15574,airdrop hasnt started yet be wary for now
15575,looks like this
15576,alright chief what about the token i have received what does that one mean
15577,mint day is almost here
15578,hi
15579,good morning team bohemians
15580,welcome to bohemia
15582,hello
15583,gm
15584,gm
15585,gn
15586,gn famm
15587,if its regarding a collab kindly for our team to process that they will be there to address you soon thanks
15588,chek my ticket sir
15590,woopwoop
15591,hello
15592,hy
15593,everyone starts somewhere it sometimes only takes one to change their lives for the better
15594,gm
15596,gn   
15597,but we have come for the first time in a big project like yours sir we are very lucky if we have   sol extra then we will do first generation buy  
15598,thanks mate
15599,fill the dyno form
15600,yep
15601,i got it already
15602,talisman master 
15603,any mods here what role is wl won a wl here from okay bears
15604,those are some nice projects
15605,gm
15606,im not paper hand sir im hold  not loss sell
15607,all problems market  
15608,but loss bro
15609,nicee
15610,woahh  
15611,im hold epic nft any many buy   buy 
15612,im hold vandal city midnight panthersarkanastepn flash drive nameless
15613,dopeheadz
15614,i sold their token for  sol
15615,yes  
15616,so congrats
15617,but u got the wl here
15618,ohh  
15619,yes bro  nft hold  
15620,btw
15621,u hold dopeheadz
15622,welcome  
15623,thanks  
15624,ok bro
15625,when will i have my wl role  
15626,u have wl bro
15627, role talisman normal and  talisman
15628,im wl sir
15629,you good fam
15630,whats confusing about it
15631,y
15632,good morning sir
15633,my role im confused
15634,gm
15635,airdrop still needs to happen right  
15636,welcome everyone
15637,gn guys     see you
15638,welcome
15639,from metaforge
15640,w
15641,dropped in dm
15642,see you tomorrow   
15643,gn my friends
15645,airdrop will be dropping soon and it will serve as a wl token during the mint
15646,more information in 
15647,still tba sir
15648,what will be the mint prize 
15649,any message for it
15650,sup
15651,good morning bohemian s   have a great day ahead   
15652,you already got the token
15653,hi
15654,i won a wl on a raffel and i got a bohemia talisman wl token in my wallet do i need to do something else bef
15655,gm
15656,talisman master
15657,bro your role high and my role
15658,hi sir which is wl role
15659,hey lads
15660,gm everyone
15661,gm
15662,morning guys
15663,gm
15664,good morning guys
15665,hi
15666,hy
15667,hello buddies
15668,thanks
15669,its a whitelist token
15670,what the use of the talisman
15671,i won an talisman
15672,hey
15674,yo
15675,love u all
15677,hey guys
15678,welcome everyone
15679,hi
15680,gm
15681,frl
15683,neo hunters has been given ill check halolabs
15684,hey
15686,see how it goes
15687,yeah alr dropped a ping in wl request
15688,hello
15689,that s a good starting point for sure  
15690,heh i ask them to see if can collab with the dawgs and see
15691,just wanted to see if there s still any hope  
15692,yeah art is really nice
15693,hahah yea was looking at the art and felt it was cool
15694,gm
15695,trying to get talisman let me try and get leonidas to contact them
15696,hello
15697,good to see jelly here
15698,heyyoooo
15699,all good hahah just checking if there s still hope
15700,neohunters  halolabs
15701,if its recent im not sure if the roles are assigned yet what servers are those from ill check later just to be sure
15702,gm bro
15703,seems like there s no more hope 
15704,is there still hope or no
15705,ohhh i think i filled the form from  groups like  days ago
15706,if the form were given to you last week the wl winners were ready given the roles over the weekend thank you fam
15707,gm
15708,gm
15709,the art looks sick  looking to get in on it
15710,has the whitelist for the talismans already been given out
15713,good morning    
15714,hlo guys
15715,thank you  
15716,congrats
15717,thanks bruv
15718,sweet
15719,yepp
15720,right
15721,the wl role is talisman master
15722,gm
15723,yo ty
15724,hiii
15725,welcome fam
15726,hi from hustle dao
15727,yeah lol
15728,we sent them about the same time
15729,sweet
15730,my genie is out in  hours too
15731,all good bro i ve been busy but finally able to come back
15732,the next one in  hours
15733,my first guru is out
15734, how you doing mate
15735,yo
15737,congrats fam
15738,lets go nuts
15739,lads frank needs to hear your voice
15740,congrats man
15741,congratulations
15742,gm
15743,gm faam
15744,just won a talisman wl in a raffle and i m psyched
15745,gn fam
15746,gn everyone
15749,ayy gm bro nice role
15750,gm
15751,congrats bro  
15752,hey fam
15753,yoo
15754,hey
15755,vote vote vote  
15756,welcome everyone
15757,hola
15758,welcome
15759,welcome   
15760,gm
15761,heyy
15762,gm
15764,hi
15765,hello
15766,whats up
15767,gm fam
15769,sup bohos
15770,gm
15771,u
15773,welcome everyone
15775,hey
15776,woopwoop im excited
15778,gm fam
15779,gm ppl
15780,thanks bro   
15781,gm
15782,congrats fam
15783,omg i won the role from jikan lfg
15785,whats up fam how are ya
15787,no issh so how s it going
15788,gn
15789,gn
15790,you too fam
15791,check previous posts in  there are other ways to get wl
15792,thanks have a nice day ahead
15793,no worries fam congrats
15794,hey
15796,hey
15797,gn
15798,not always lucky with ga i m just hoping for the dyno form
15799,last time i check it wasnt assigned thanks
15800,oh ok
15801,u have the role check your roles
15802,hey mate i won a whitelist from coral tribe they told me to open a ticket here ive been waiting for so long a mod here replied to my ticket and said whitelist spots will be assigned on this monday im still waiting for my role can you help please
15805,hi
15806,hey fam
15807,fabulosa     here
15808,yoo
15809,yo
15810,lol sounds good nice everything is condensed helpful
15811, july
15812,goes for anyone spots are somewhat limited though
15813,good start  just read through the fabulosa channels and help directget people hype
15814,hahahah
15815,whats up
15816,welcome
15817,the gates radiate a warm glow
15818,sup yall
15819,thanks
15820,oh sick that i can do haha
15822,stay active in here and chat with us we handing out roles for people who show interest
15823,wen mint
15824,yo
15825,woopwoop
15827,yes we already got it and most likely there will be a chance for wl to check their wallets soon
15828,gm
15829,gm everyone
15830,gm
15831,gn
15832,oicmeans i already submit my wallet somewherethanks for info
15833,gn
15834,talisman master have already submitted the wallet through the form while not all talisman master ii roles have submitted their wallets yet
15835,ayeee congrats
15836,check  and some posts in  for some other mechanics on how to get wl
15837,hi is that who get the role talisman master talisman master ii means they already submit wallet through dyno form
15839,wagmi
15840,nice congrats dude
15841,got my role lfggggggg
15842,peep
15843,dang yeah then i didnt snag any well thanks anyways yall
15844,hey guys 
15845,hi
15846,yes check 
15847,if the forms were given last week wl roles were given to the winners over the weekend 
15848,do we know what to do with the transportari air drops yet
15849,gn
15850,gn
15851,gn
15852,hey  i was wondering if the raffles for stoned frogs fun guys stoned ape and i believe tombstoned were done hoping i came up on one of those four lol
15853,gn
15854,good evening fam
15855,can anyone guide me to the dyno bot to submit wallets please   
15856,im not part of the team but yeah think so you can read  to know about all the info and 
